city,comments,name,prices,quality_price,rating,services,stars,id,rank
Isla Mujeres,54,Xbulu-Ha,1148 # 1148 # 1327 # 1506 # 1560,8.0,8.2,Toallas de playa/piscina # Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Cocina compartida # TV de pantalla plana # Canales por cable # Canales vía satélite # TV # Servicio de limpieza diario # Zona TV / salón de uso compartido # Registro de entrada y salida exprés # Proporciona factura # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Alarma de seguridad # Seguridad 24 horas # Caja fuerte # Aire acondicionado # Caja fuerte para ordenador portátil # Ventilador # Habitaciones familiares # Habitaciones sin humo # Inglés # Español,2,204,42
Isla Mujeres,325,Posada Paso Del Sol,714 # 893 # 714 # 893 # 945 # 1181 # 1440 # 1800,8.8,8.7,Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Utensilios de cocina # Enchufe cerca de la cama # TV de pantalla plana # Canales por cable # TV # Minibar # Extintores # Cámaras de seguridad en las zonas comunitarias # Solo para adultos # Zona de fumadores # Aire acondicionado # Prohibido fumar en todo el alojamiento # Habitaciones sin humo # Español,0,205,43
Isla Mujeres,3.573,Nomads Hotel & Beachclub,2887 # 3339 # 4173 # 327 # 472 # 490 # 581,8.6,8.8,Toallas de playa/piscina # Tumbonas/sillas de playa # Bar en la piscina # Piscina con vistas # Clases de yoga # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Ducha # Ropa de cama # Zona de pícnic # Mobiliario exterior # Situado frente a la playa # Terraza / solárium # Zona privada de playa # Barbacoa # Terraza # Jardín # Cocina compartida # Enchufe cerca de la cama # Música / espectáculos en directo # Clases de cocina # Ruta de baresDe pago # Playa # Entretenimiento nocturno # Personal de animación # SnorkelDe pago # SubmarinismoDe pago # Ciclismo # Ping pong # Vino / champánDe pago # Bar # Parking en un garaje # Servicio de limpieza diario # Taquillas # Cajero automático en el hotel # Guardaequipaje # Información turística # Recepción 24 horas # Juegos de mesa / puzles # Extintores # Cámaras de seguridad en las zonas comunitarias # Caja fuerte # Solo para adultos # Aire acondicionado # Mosquitera # Entrada privada # Habitaciones sin humo # Acceso a pisos superiores solo mediante escaleras # Inglés # Español,3,206,44
Isla Mujeres,80,La Famiglia,1165 # 1255,7.4,7.2,Papel higiénico # Toallas # Toallas / sábanas (por un suplemento) # Baño privado # WC # Artículos de aseo gratis # Ducha # Ropa de cama # Mobiliario exterior # Terraza / solárium # Balcón # Terraza # Enchufe cerca de la cama # Zona de comedor # TV de pantalla plana # Canales por cable # TV # Restaurante # Boles para mascotas # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Alarma de seguridad # Seguridad 24 horas # Caja fuerte # Zona de fumadores # Aire acondicionado # Habitaciones familiares # Habitaciones sin humo # Acceso a pisos superiores solo mediante escaleras # Inglés # Español # Francés # Italiano,0,208,46
Isla Mujeres,529,Hotel Posada del Mar,2344 # 2557 # 2874,6.9,7.0,Abierta todo el año # Para todas las edades # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje en parejaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Paquetes de spa / bienestar # Instalaciones de spa # Envoltura corporal # Exfoliación corporal # Tratamientos corporales # Pedicura # Manicura # Tratamientos faciales # Servicios de belleza # SombrillasDe pago # MasajesDe pago # Papel higiénico # Bañera o ducha # Baño privado # Artículos de aseo gratis # Ducha # Armario # Vistas a la piscina # Vistas al jardín # Terraza / solárium # Patio # Jardín # Enchufe cerca de la cama # Perchero # Música / espectáculos en directo # Happy hourDe pago # Playa # TV de pantalla plana # Canales por cable # Teléfono # TV # Snack-bar # Bar # Restaurante # Parking adaptado para personas de movilidad reducida # Información turística # Cambio de moneda # Caja fuerteDe pago # Aire acondicionado # Entrada privada # Caja fuerte para ordenador portátil # Ventilador # Habitaciones familiares # Toda la unidad accesible en silla de ruedas # Acceso a pisos superiores solo mediante escaleras # Toda la unidad en la planta baja # Español,3,209,47
Isla Mujeres,247,Hotel Francis Arlene Adults Only,1575 # 1611 # 1800,7.9,7.9,Papel higiénico # Toallas # Baño privado # WC # Ducha # Ropa de cama # Armario # Vistas a un patio interior # Vistas a un lugar de interés # Vistas al jardín # Vistas al mar # Zona de comedor exterior # Terraza / solárium # Patio # Balcón # Terraza # Jardín # Nevera # Enchufe cerca de la cama # SnorkelFuera del alojamientoDe pago # PescaFuera del alojamientoDe pago # Zona de estar # TV de pantalla plana # Canales por cable # TV # Servicio de limpieza diario # Registro de entrada / salida privado # Información turística # Registro de entrada y salida exprés # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Alarma de seguridad # Seguridad 24 horas # Caja fuerte # Solo para adultos # Aire acondicionado # Prohibido fumar en todo el alojamiento # Mosquitera # Ventilador # Habitaciones sin humo # Acceso a pisos superiores solo mediante escaleras # Inglés # Español,3,210,48
Isla Mujeres,37,Hotel Marcianito,896 # 1112 # 1112 # 717,7.0,6.9,Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Ropa de cama # Armario # TV de pantalla plana # Canales vía satélite # TV # Registro de entrada y salida exprés # Mosquitera # Caja fuerte para ordenador portátil # Ventilador # Habitaciones familiares # Habitaciones sin humo # Caja fuerte # Inglés # Español,2,211,49
Isla Mujeres,335,Suite Isla Mujeres,1291 # 1614 # 1485 # 1856 # 1549 # 1936 # 1781 # 2227 # 1646 # 2058 # 1743 # 2178 # 1936 # 2421,8.9,8.7,Abierta todo el año # Papel higiénico # Toallas # Toallas / sábanas (por un suplemento) # Bañera o ducha # Baño privado # Artículos de aseo gratis # Ducha # Ropa de cama # Armario # Mobiliario exterior # Zona de comedor exterior # Muebles de exterior # Barbacoa # Patio # Balcón # Terraza # Mesa de comedor # Productos de limpieza # Tostadora # Fogones # Horno # Utensilios de cocina # Microondas # Nevera # Zona de cocina # Enchufe cerca de la cama # Perchero # Mosquitera # Suelo de baldosa / mármol # Entrada privada # Ventilador # Plancha para pantalones # Plancha para ropa # Vistas a la piscina # Playa # Zona de comedor # Sofá # Zona de estar # Escritorio # TV de pantalla plana # Canales por cable # Radio # TV # Canales de pago # Minibar # Tetera / cafetera # Proporciona factura # Extintores # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Acceso a pisos superiores solo mediante escaleras # Apartamento privado en edificio # Adosado # Independiente # Aire acondicionado # Prohibido fumar en todo el alojamiento # Calefacción # Habitaciones familiares # Habitaciones sin humo # Español,4,212,50
Isla Mujeres,48,Kay Apartments,1500,8.9,8.8,Clases de yoga # Parking en la calle # Mesa de comedor # Fogones # Horno # Utensilios de cocina # Cocina # Nevera # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Ducha # Zona de comedor # Sofá # TV de pantalla plana # TV # Enchufe cerca de la cama # Perchero # Entrada privada # Ventilador # Toda la unidad accesible en silla de ruedas # Acceso a pisos superiores solo mediante escaleras # Toda la unidad en la planta baja # Mobiliario exterior # Zona de comedor exterior # Muebles de exterior # Terraza / solárium # Patio # Balcón # Terraza # Servicio de entrega de comestiblesDe pago # Tetera / cafetera # Clases de cocinaFuera del alojamientoDe pago # Parque acuáticoFuera del alojamientoDe pago # SnorkelFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # PescaFuera del alojamientoDe pago # Vistas a un patio interior # Vistas al mar # Apartamento privado en edificio # Independiente # Proporciona factura # Guardaequipaje # Información turística # Servicio de lavanderíaDe pago # Aire acondicionado # Prohibido fumar en todo el alojamiento # Habitaciones sin humo # Extintores # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Seguridad 24 horas # Caja fuerte # Inglés # Español,3,213,51
Isla Mujeres,70,Casa Coco by Coco B Isla,6275 # 6973 # 11754 # 12551 # 10957 # 5877 # 6674 # 7869,8.9,9.4,Abierta todo el año # Toallas de playa/piscina # Tumbonas/sillas de playa # Zona de spa / relajación # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # MasajesDe pago # Mobiliario exterior # Situado frente a la playa # Terraza / solárium # Terraza # Jardín # Perchero # Playa # Instalaciones para deportes acuáticos en el alojamiento # SnorkelDe pago # SubmarinismoDe pago # Piragüismo # PescaDe pago # Bar # Parking en la calle # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Servicio de limpieza diario # Traslado aeropuerto (de pago) # Servicio de conserjería # Guardaequipaje # Servicio de lavanderíaDe pago # Juegos de mesa / puzles # Extintores # Caja fuerte # Aire acondicionadoDe pago # Habitaciones familiares # Habitaciones sin humo # Inglés # Español,0,214,52
Isla Mujeres,140,Nautibeach Beach Front Condos in North Beach,4164 # 4372 # 4353 # 3747,8.8,9.1,Abierta todo el año # Toallas de playa/piscina # Sombrillas # Toallas de playa/piscina # MasajesDe pago # Papel higiénico # Toallas # Baño privado # WC # Secador de pelo # Ropa de cama # Situado frente a la playa # Balcón # Terraza # Jardín # Mesa de comedor # Utensilios de cocina # Cocina # Zona de cocina # Enchufe cerca de la cama # Mosquitera # Calefacción # Plancha para ropa # Caja fuerte # Vistas # Playa # Sofá # Zona de estar # TV de pantalla plana # Canales por cable # Reproductor de DVD # TV # Restaurante # Traslado aeropuerto (de pago) # Proporciona factura # Servicio de limpieza diario # Servicio de lavanderíaDe pago # Aire acondicionado # Prohibido fumar en todo el alojamiento # Habitaciones familiares # Inglés # Español,3,215,53
Isla Mujeres,82,Casa Wandy,1019 # 948 # 1160 # 1305 # 1450 # 1015 # 1160 # 1305 # 1450 # 1015,7.6,7.4,Papel higiénico # Toallas # Bañera o ducha # Baño privado # Artículos de aseo gratis # Ropa de cama # Armario # Patio # Terraza # Mesa de comedor # Productos de limpieza # Fogones # Utensilios de cocina # Cocina # Microondas # Nevera # Zona de cocina # Enchufe cerca de la cama # Perchero # Suelo de baldosa / mármol # Entrada privada # Suelo de moqueta # Ventilador # Zona de comedor # Sofá # Zona de estar # Minibar # Parking en un garaje # Registro de entrada y salida exprés # Acceso a pisos superiores solo mediante escaleras # Apartamento privado en edificio # Independiente # Aire acondicionado # Prohibido fumar en todo el alojamiento # Habitaciones sin humo # Español,3,216,54
Isla Mujeres,295,Cabanas Maria Del Mar,2052 # 2411 # 2769 # 2211 # 2570 # 2211,7.1,7.2,Sombrillas # MasajesDe pago # Spa y centro de bienestar # Sauna # Papel higiénico # Toallas # Bañera o ducha # Baño privado # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Armario # Situado frente a la playa # Balcón # Terraza # Jardín # Playa # Snorkel # Submarinismo # Pesca # Escritorio # Canales vía satélite # TV # Bar # Restaurante # Parking en la calle # Servicio de traslado (de pago) # Guardaequipaje # Información turística # Servicio de despertador / alarma # Recepción 24 horas # Seguridad 24 horas # Caja fuerte # Aire acondicionado # Mosquitera # Entrada privada # Caja fuerte para ordenador portátil # Ventilador # Habitaciones familiares # Inglés # Español,3,217,55
Isla Mujeres,499,Hotel Beló Isla Mujeres,3254 # 7060 # 3927 # 8808 # 3631 # 7396 # 3631 # 7396 # 4303 # 9144 # 8068 # 14994 # 10745 # 20911 # 31211 # 40342 # 17952 # 23923 # 18625 # 25671,7.9,8.1,Abierta todo el año # Para todas las edades # Toallas de playa/piscina # Tumbonas/sillas de playa # Bar en la piscina # Sombrillas # Abierta todo el año # Solo para adultos # Toallas de playa/piscina # Tumbonas/sillas de playa # Bar en la piscina # Piscina con vistas # Piscina en la azotea # Gimnasio # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # Bañera de hidromasaje / jacuzzi # Gimnasio # Mobiliario exterior # Situado frente a la playa # Terraza / solárium # Terraza # Jardín # Playa # SnorkelFuera del alojamientoDe pago # WindsurfFuera del alojamientoDe pago # Bar # Restaurante # Parking vigilado # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Proporciona factura # Servicio de conserjería # Información turística # Recepción 24 horas # Servicio de limpieza diario # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Alarma de seguridad # Seguridad 24 horas # Caja fuerte # Servicio de traslado # Traslado aeropuerto (de pago) # Aire acondicionado # Prohibido fumar en todo el alojamiento # Alquiler de coches # Ascensor # Habitaciones familiares # Habitaciones sin humo # Servicio de habitaciones # Inglés # Español,5,218,56
Isla Mujeres,462,Cuxos Hotel Beachfront,1796 # 3202 # 3464,7.6,7.7,Sombrillas # Baño privado # Mobiliario exterior # Situado frente a la playa # Zona privada de playa # Terraza # Happy hourDe pago # Playa # Instalaciones para deportes acuáticos en el alojamientoDe pago # WindsurfDe pago # TV de pantalla plana # Vino / champánDe pago # Menús para dietas especiales (bajo petición) # Snack-bar # Bar # Restaurante # Registro de entrada / salida privado # Servicio de conserjería # Información turística # Servicio de limpieza diario # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Alarma de seguridad # Seguridad 24 horas # Caja fuerte # Servicio de entrega de comestiblesDe pago # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Almuerzos para llevar # Habitaciones familiares # Adaptado personas de movilidad reducida # Habitaciones sin humo # Servicio de habitaciones # Lavamanos más bajo # WC con barras de apoyo # Adaptado para sillas de ruedas # Inglés # Español,4,219,57
Isla Mujeres,299,Rocamar Hotel Isla Mujeres,1594 # 1813 # 2211 # 2610 # 2610 # 3008,7.6,7.6,Abierta todo el año # Instalaciones de spa # Sombrillas # Masajes # Solárium # Papel higiénico # Toallas # Baño privado # Artículos de aseo gratis # Secador de pelo # Bañera # Ducha # Ropa de cama # Armario # Reloj despertador # Vistas al mar # Terraza / solárium # Balcón # Terraza # Jardín # SnorkelDe pago # SubmarinismoDe pago # PescaFuera del alojamientoDe pago # Escritorio # TV de pantalla plana # Canales por cable # TV # Parking vigilado # Servicio de limpieza diario # Zona TV / salón de uso compartido # Servicio de conserjería # Guardaequipaje # Servicio de despertador # Información turística # Alquiler de coches # Cambio de moneda # Recepción 24 horas # Seguridad 24 horas # Caja fuerte # Aire acondicionado # Caja fuerte para ordenador portátil # Habitaciones insonorizadas # Ventilador # Habitaciones familiares # Equipo de planchado # Habitaciones sin humo # Inglés # Español,2,220,58
Isla Mujeres,362,Na Balam Hotel,3451 # 3912 # 4318 # 4775 # 5185 # 5639,7.6,8.2,Abierta todo el año # Horario de apertura # Para todas las edades # Sombrillas # Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Ropa de cama # Armario # Vistas a la piscina # Vistas al jardín # Mobiliario exterior # Terraza # Patio # Balcón # Jardín # Perchero # SnorkelFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # PescaFuera del alojamiento # Zona de estar # TV de pantalla plana # TV # FrutaDe pago # Vino / champánDe pago # Bar # Restaurante # Parking adaptado para personas de movilidad reducida # Parking en la calle # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Servicio de limpieza diario # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Información turística # Extintores # Cámaras de seguridad fuera del alojamiento # Detectores de humo # Alarma de seguridad # Seguridad 24 horas # Caja fuerte # Aire acondicionado # Prohibido fumar en todo el alojamiento # Suelo de baldosa / mármol # Entrada privada # Ventilador # Habitaciones familiares # Habitaciones sin humo # Acceso a pisos superiores solo mediante escaleras # Inglés # Español,4,221,59
Isla Mujeres,274,Villas Coco Resort - All Suites,1306,8.5,8.4,Abierta todo el año # Solárium # Aseo adicional # Baño privado # WC # Bañera de hidromasaje # Bañera # Ducha # Vistas a la piscina # Vistas al jardín # Terraza / solárium # Patio # Balcón # Terraza # Jardín # Microondas # Nevera # Zona de cocina # Bañera de hidromasaje # Canales por cable # Teléfono # TV # Tetera / cafetera # Servicio de limpieza diario # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Servicio de conserjería # Servicio de despertador # Información turística # Recepción 24 horas # Caja fuerte # Solo para adultos # Aire acondicionado # Habitaciones sin humo # Inglés # Español,3,224,62
Isla Mujeres,1.138,Izla Beach Front Hotel,4225 # 5102 # 6550 # 4769 # 5645 # 7044 # 4769 # 5645 # 7044 # 5119 # 5996 # 7363 # 5996 # 6872 # 8160,8.6,8.8,Toallas de playa/piscina # Tumbonas/sillas de playa # Gimnasio # Silla de masajes # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje en parejaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Paquetes de spa / bienestar # Zona de spa / relajación # Instalaciones de spa # Sombrillas # Tumbonas/sillas de playa # Toallas de playa/piscina # Baño público # MasajesDe pago # Spa y centro de bienestarDe pago # Situado frente a la playa # Terraza / solárium # Zona privada de playa # Jardín # Playa # Cafetería en el alojamiento # FrutaDe pago # Vino / champánDe pago # Bar # Restaurante # Parking en la calle # Registro de entrada / salida privado # Servicio de conserjería # Guardaequipaje # Información turística # Cambio de moneda # Registro de entrada y salida exprés # Recepción 24 horas # Servicio de limpieza diario # Extintores # Detectores de humo # Seguridad 24 horas # Caja fuerte # Traslado aeropuerto (de pago) # Servicio de traslado (de pago) # Zona de fumadores # Aire acondicionado # Prohibido fumar en todo el alojamiento # Habitaciones insonorizadas # Ascensor # Habitaciones sin humo # Servicio de habitaciones # Inglés # Español,5,225,63
Isla Mujeres,5,"Fifth Element House, Earth! Lujoso y Confortable Hogar Isleño!",2351,8.5,8.6,Parking adaptado para personas de movilidad reducida # Parking en la calle # Parking vigilado # Cocina # Ropa de cama # Papel higiénico # Toallas # Baño privado # Secador de pelo # Escritorio # TV de pantalla plana # Entrada privada # Plancha para ropa # Mobiliario exterior # Terraza # Jardín # Vistas # Aire acondicionado # Extintores # Cámaras de seguridad fuera del alojamiento # Detectores de humo # Seguridad 24 horas # Caja fuerte # Inglés # Español,0,226,64
Isla Mujeres,393,Hotel Bucaneros Isla Mujeres,1373 # 1648 # 1780 # 2136 # 1911 # 2293 # 2042 # 2450 # 2042 # 2450 # 1780 # 2136 # 1911 # 2293,8.1,8.2,Jardín # Bar # Servicio de traslado (de pago) # Servicio de conserjería # Centro de negociosDe pago # Aire acondicionado # Habitaciones familiares # Inglés # Español # Francés # Japonés,3,227,65
Isla Mujeres,665,Selina Poc Na Isla Mujeres,1785 # 1983 # 2142 # 1874 # 2082 # 2241 # 2142 # 2380 # 2539 # 2767 # 3074 # 3233 # 3034 # 3371 # 3689 # 625 # 773 # 696 # 773 # 853 # 750 # 833 # 19812,7.0,7.6,Zona privada de playa # Barbacoa # Jardín # Playa # Entretenimiento nocturno # Discoteca / DJ # SnorkelDe pago # SubmarinismoDe pago # Ping pong # BillarDe pago # Sala de juegos # Bar # Restaurante # Servicio de limpieza diario # Zona TV / salón de uso compartido # Taquillas # Guardaequipaje # Caja fuerte # Inglés # Español,3,228,66
Loreto,219,La Mision Loreto,3587 # 3775 # 4443 # 3766 # 3964 # 4631 # 4663 # 4908 # 5575,8.7,9.3,Abierta todo el año # Abierta todo el año # Masaje corporal completoDe pago # Masaje de espaldaDe pago # Instalaciones de spa # Pedicura # Manicura # Servicios de maquillaje # Tratamientos faciales # Servicios de belleza # Sombrillas # Toallas de playa/piscina # Bañera de hidromasaje / jacuzzi # MasajesDe pago # Spa y centro de bienestarDe pago # Solárium # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Armario # Reloj despertador # Mobiliario exterior # Terraza / solárium # Patio # Balcón # Terraza # Jardín # Productos de limpieza # Enchufe cerca de la cama # Música / espectáculos en directo # Happy hourDe pago # Cenas temáticasDe pago # SnorkelDe pago # EquitaciónFuera del alojamientoDe pago # SubmarinismoDe pago # CiclismoFuera del alojamiento # SenderismoFuera del alojamientoDe pago # PescaDe pago # Campo de golf (a menos de 3 km)De pago # Zona de estar # Escritorio # Soporte para iPod # TV de pantalla plana # Canales vía satélite # Radio # Teléfono # TV # FrutaDe pago # Vino / champánDe pago # Menús para dietas especiales (bajo petición) # Snack-bar # Desayuno en la habitación # Bar # Restaurante # Parking adaptado para personas de movilidad reducida # Parking en la calle # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Servicio de conserjería # Guardaequipaje # Información turística # Cambio de moneda # Recepción 24 horas # Servicio de limpieza diario # Servicio de planchado # Servicio de lavanderíaDe pago # Fax / fotocopiadoraDe pago # Salas de reuniones / banquetesDe pago # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Seguridad 24 horas # Caja fuerte # Traslado aeropuerto (de pago) # Zona de fumadores # Aire acondicionado # Prohibido fumar en todo el alojamiento # Habitaciones hipoalergénicas # Servicio de despertador # Suelo de baldosa / mármol # Ascensor # Habitaciones familiares # Adaptado personas de movilidad reducida # Equipo de planchado # Habitaciones sin humo # Plancha para ropa # Servicio de despertador / alarma # Servicio de habitaciones # Acceso a pisos superiores en ascensor # Inglés # Español,5,229,1
Loreto,232,Hotel Angra,1233 # 1305 # 1450 # 1403 # 1650 # 1573 # 1850 # 1233 # 1305 # 1450,8.8,8.9,Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Ropa de cama # Armario # Vistas a un patio interior # Vistas a la montaña # Patio # Enchufe cerca de la cama # Sofá cama # Sofá # Escritorio # TV de pantalla plana # Canales por cable # TV # Parking vigilado # Servicio de limpieza diario # Servicio de despertador # Información turística # Proporciona factura # Extintores # Aire acondicionado # Mosquitera # Calefacción # Ventilador # Habitaciones sin humo # Plancha para ropa # Acceso a pisos superiores solo mediante escaleras # Toda la unidad en la planta baja # Inglés # Español,3,230,2
Loreto,164,Sukasa Bungalows,1873 # 2829 # 3068 # 3068,8.8,8.8,Toallas de playa/piscina # Papel higiénico # Toallas # Bañera o ducha # Baño privado # WC # Secador de pelo # Ducha # Ropa de cama # Armario # Vistas a un patio interior # Vistas al jardín # Zona de pícnic # Mobiliario exterior # Situado frente a la playa # Terraza / solárium # Barbacoa # Barbacoa # Patio # Jardín # Tostadora # Microondas # Nevera # Perchero # Playa # SnorkelFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # CiclismoFuera del alojamiento # SenderismoFuera del alojamiento # PescaFuera del alojamientoDe pago # Campo de golf (a menos de 3 km)De pago # Tetera / cafetera # Parking en la calle # Registro de entrada / salida privado # Guardaequipaje # Recepción 24 horas # Juegos de mesa / puzles # Extintores # Cámaras de seguridad en las zonas comunitarias # Detectores de humo # Aire acondicionado # Prohibido fumar en todo el alojamiento # Entrada privada # Ventilador # Habitaciones sin humo # Toda la unidad en la planta baja # Inglés # Español,0,231,3
Loreto,3,Hotel Duve Coral,558 # 578 # 638 # 638 # 697,8.3,8.0,Papel higiénico # Toallas # Baño privado # WC # Artículos de aseo gratis # Ducha # Armario # Patio # Productos de limpieza # Canales por cable # Canales vía satélite # TV # Recepción 24 horas # Aire acondicionado # Entrada privada # Habitaciones sin humo # Español,0,232,4
Loreto,279,Hotel Santa Fe Loreto by Villa Group,1837 # 1968 # 1930 # 2068 # 2154 # 2308 # 2388 # 2558 # 2622 # 2809 # 3738 # 4005 # 3972 # 4256 # 4206 # 4506,8.1,8.4,Abierta todo el año # Para todas las edades # Sombrillas # Tumbonas/sillas de playa # Bañera de hidromasaje / jacuzzi # Toallas # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Reloj despertador # Terraza / solárium # Terraza # Jardín # Productos de limpieza # Tostadora # Utensilios de cocina # Microondas # Nevera # Zona de cocina # SnorkelDe pago # SubmarinismoDe pago # CiclismoFuera del alojamiento # SenderismoDe pago # Piragüismo # PescaDe pago # Zona de comedor # Zona de estar # Escritorio # TV de pantalla plana # Canales por cable # Radio # Teléfono # TV # Menú para niñosDe pago # Menús para dietas especiales (bajo petición) # Restaurante # Tetera / cafetera # Proporciona factura # Servicio de conserjería # Cajero automático en el hotel # Guardaequipaje # Información turística # Cambio de moneda # Recepción 24 horas # Servicio de limpieza diario # Servicio de lavanderíaDe pago # Fax / fotocopiadoraDe pago # Salas de reuniones / banquetesDe pago # Seguridad 24 horas # Boles para mascotas # Cesta para mascotas # Supermercado pequeño en el alojamiento # Zona TV / salón de uso compartido # Aire acondicionado # Prohibido fumar en todo el alojamiento # Servicio de despertador # Entrada privada # Ascensor # Ventilador # Habitaciones familiares # Adaptado personas de movilidad reducida # Habitaciones sin humo # Caja fuerte # Servicio de habitaciones # Inglés # Español,4,233,5
Loreto,157,Posada del Cortes,1719 # 1910 # 1927 # 2142 # 2072 # 2303 # 2411 # 2679 # 2750 # 3056,9.0,9.1,Clases de yoga # Masaje corporal completoDe pago # Masaje de manosDe pago # Masaje de cabezaDe pago # Masaje en parejaDe pago # Masaje de piesDe pago # Masaje de cuelloDe pago # Masaje de espaldaDe pago # Paquetes de spa / bienestar # Exfoliación corporal # Tratamientos corporales # Peinado # Tinte # Corte de pelo # Pedicura # Manicura # Tratamientos capilares # Servicios de maquillaje # Servicios de depilación # Tratamientos faciales # Servicios de belleza # MasajesDe pago # Solárium # Papel higiénico # Toallas # Bidet # Toallas / sábanas (por un suplemento) # Bañera o ducha # Baño privado # WC # Artículos de aseo gratis # Secador de pelo # Ducha # Ropa de cama # Armario # Vistas a un patio interior # Vistas al jardín # Mobiliario exterior # Terraza / solárium # BarbacoaDe pago # Patio # Terraza # Jardín # Tostadora # Hervidor eléctrico # Nevera # Enchufe cerca de la cama # Eventos deportivos en directo (emisión)Fuera del alojamiento # Clases de cocinaFuera del alojamientoDe pago # Tour o clase sobre cultura localDe pago # Cenas temáticasFuera del alojamientoDe pago # Tours en bici # Tours a pieDe pago # Ruta de bares # Galerías de arte temporalesFuera del alojamiento # SnorkelFuera del alojamientoDe pago # EquitaciónFuera del alojamientoDe pago # SubmarinismoFuera del alojamientoDe pago # SenderismoFuera del alojamientoDe pago # PescaFuera del alojamientoDe pago # Campo de golf (a menos de 3 km)De pago # Pista de tenisFuera del alojamiento # Escritorio # TV de pantalla plana # Canales por cable # Canales vía satélite # Radio # Teléfono # TV # Canales de pago # FrutaDe pago # Vino / champánDe pago # Buffet para niños # Menús para dietas especiales (bajo petición) # Minibar # Tetera / cafetera # Parking en un garaje # Servicio de traslado al aeropuertoDe pago # Servicio de recogida en el aeropuertoDe pago # Proporciona factura # Información turística # Registro de entrada y salida exprés # Servicio de limpieza diario # Plancha para pantalonesDe pago # Servicio de planchadoDe pago # Servicio de lavanderíaDe pago # Extintores # Cámaras de seguridad fuera del alojamiento # Cámaras de seguridad en las zonas comunitarias # Caja fuerte # Servicio de entrega de comestiblesDe pago # Traslado aeropuerto (de pago) # Zona de fumadores # Aire acondicionado # Suelo de baldosa / mármol # Ventilador # Habitaciones familiares # Equipo de planchado # Habitaciones sin humo # Plancha para ropa # Inglés # Español,3,234,6
